answer_equal,candidate,cap_hit_delta,exact_delta,example_id,malformed_delta,peft_answer,peft_cap_hit,peft_exact,peft_malformed,prompt_variant,text_equal,vllm_token_ids_answer,vllm_token_ids_cap_hit,vllm_token_ids_exact,vllm_token_ids_malformed
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,238,0.0,(35 * 27) + 9,0.0,0.0,0.0,default,False,35*9+27,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,247,0.0,37+54,0.0,0.0,0.0,default,False,37+40,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,-1.0,0.0,249,0.0,97,1.0,0.0,0.0,default,False,97,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,299,0.0,99+97-89,0.0,0.0,0.0,default,True,99+97-89,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,328,0.0,78-20-78/49*78,0.0,0.0,0.0,default,False,78-20-49+78,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,345,0.0,(44 - 5) * (63 / 40),0.0,0.0,0.0,default,False,40-44+5,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,359,-1.0,(67 + 65) * (98 // 24),0.0,0.0,1.0,default,False,(67 + 24 + 65 - 98),0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,367,0.0,(57 - 81 + 4 * 8),0.0,0.0,0.0,default,False,(57 - 8 - 81) / 4,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,371,0.0,(97-62)/32,0.0,0.0,1.0,default,False,97-62,0.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,382,0.0,(25 * 90) - (11 * 50),0.0,0.0,0.0,default,True,(25 * 90) - (11 * 50),0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,392,0.0,(36 * 11) + (60 - 30),0.0,0.0,0.0,default,False,36*11+60-30,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,40,0.0,(67 - 27) + 18,0.0,0.0,0.0,default,False,(67 - 27) + (18 - 6),0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,413,0.0,(27*22 - 74 - 46),0.0,0.0,0.0,default,False,27*74/22,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,415,0.0,(29 + 77 - 52),0.0,0.0,0.0,default,False,2*29-77+52,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,424,0.0,21+21+76-42,0.0,0.0,0.0,default,True,21+21+76-42,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,473,0.0,41-26,0.0,0.0,0.0,default,True,41-26,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,475,0.0,66*55-38-58,0.0,0.0,0.0,default,False,66*55-38-58,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,483,0.0,26+26,0.0,0.0,0.0,default,True,26+26,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,522,0.0,(63 - 44 + 33) / 79 * 61,0.0,0.0,0.0,default,False,63-44-33/79,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,529,0.0,(82 + 99) - 14,0.0,0.0,0.0,default,False,82+99-14,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,534,0.0,(83 - 35 + 55) * 9,0.0,0.0,0.0,default,False,83 * 11,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,578,0.0,(96 - 46) + (9 * 5),0.0,0.0,0.0,default,True,(96 - 46) + (9 * 5),0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,583,0.0,25 * 10 + 53 - 90,0.0,0.0,0.0,default,False,25 * 10 + 90 - 53,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,586,0.0,(41 - 6 - 53 + 87),1.0,0.0,1.0,default,False,(41 - 6 - 53 + 87),1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,599,0.0,(56 - 40) / 2,0.0,0.0,0.0,default,False,(56 - 4 - 14) / 60 * 14,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,604,0.0,(71 + 46 - 43) * 2,0.0,0.0,0.0,default,False,(71 - 46) * 43 + 2,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,605,0.0,58+41,0.0,0.0,0.0,default,False,53+41,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,-1.0,0.0,622,0.0,47+69=116,1.0,0.0,1.0,default,True,47+69=116,0.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,623,0.0,59-29,0.0,0.0,0.0,default,True,59-29,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,632,0.0,(50 - 1 - 47 + 81),0.0,0.0,0.0,default,False,50-1-47,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,642,0.0,66*60+71,0.0,0.0,0.0,default,False,66*60+71,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,646,-1.0,(95 - 2) * 8 // 67,0.0,0.0,1.0,default,False,(95 - 8 - 2) / 67,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,661,0.0,69*10,0.0,0.0,0.0,default,False,64*69/18,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,681,0.0,22+56-69+26,0.0,1.0,0.0,default,True,22+56-69+26,0.0,1.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,707,0.0,18+54-63+32,0.0,0.0,0.0,default,True,18+54-63+32,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,723,0.0,(24 * 72) - (100 + 47),0.0,0.0,0.0,default,False,24*72-100-47,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,729,0.0,(73 - 9) * 9,0.0,0.0,0.0,default,False,(73 - 9) * 9,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,782,0.0,(89 - 10) * 7,0.0,0.0,0.0,default,False,(89 - 10) * 8 + 19,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,840,0.0,(10+22)*91//40,0.0,0.0,1.0,default,True,(10+22)*91//40,0.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,848,0.0,17*61-5*12,0.0,0.0,0.0,default,True,17*61-5*12,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,855,0.0,71 * 9 - 4 * 55,0.0,0.0,0.0,default,True,71 * 9 - 4 * 55,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,874,0.0,32*90-92+67,0.0,0.0,0.0,default,True,32*90-92+67,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,882,0.0,82 + 71 - 65,0.0,0.0,0.0,default,False,82+71,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,892,0.0,(87 - 12) * 4 + 10,0.0,0.0,0.0,default,True,(87 - 12) * 4 + 10,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,910,0.0,(84 - 20 - 21 + 14),0.0,0.0,0.0,default,False,(84-20-21+14),0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,-1.0,0.0,980,0.0,(53*12)+(11*14),1.0,0.0,0.0,default,False,(53-12)*11+14,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,982,0.0,46*59-91-86,0.0,0.0,0.0,default,True,46*59-91-86,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,99,0.0,(85 - 12) * (68 / 10),0.0,0.0,0.0,default,True,(85 - 12) * (68 / 10),0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign-1,0.0,0.0,999,0.0,(39-74+71-50),0.0,0.0,0.0,default,False,(74-39-71)/50,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,1004,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,1009,0.0,87-30+83-58,0.0,0.0,0.0,default,True,87-30+83-58,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,1030,-1.0,,1.0,0.0,1.0,default,False,96-37+60+60,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,1042,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,1052,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,1085,0.0,30*44-32+8,0.0,0.0,0.0,default,False,30*44-32-8,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,134,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,177,0.0,34*80-70+99,0.0,0.0,0.0,default,True,34*80-70+99,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,190,-1.0,,1.0,0.0,1.0,default,False,8*16-15+77,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,200,-1.0,,1.0,0.0,1.0,default,False,20+64-65+44,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,216,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,218,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,-1.0,219,0.0,33+87-93+84,0.0,1.0,0.0,default,False,33+87+93-84,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,1.0,230,-1.0,,1.0,0.0,1.0,default,False,91+18+74-52,0.0,1.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,237,0.0,53*4+281,0.0,0.0,0.0,default,True,53*4+281,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,238,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,247,0.0,(37*40)-(67+24),0.0,0.0,0.0,default,False,37+67-40+24,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,249,-1.0,(97-39)*(18+56),0.0,0.0,1.0,default,False,97-18+39-56,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,299,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,328,0.0,78-20+49-78,0.0,0.0,0.0,default,True,78-20+49-78,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,345,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,359,0.0,(67*65)-24+98,0.0,0.0,0.0,default,False,67+24+65-98,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,367,0.0,57-4+8-81,0.0,0.0,0.0,default,False,57-4-8+81,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,371,0.0,(2+62-97)*32,0.0,0.0,0.0,default,False,(2+62-97)/32,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,382,-1.0,,1.0,0.0,1.0,default,False,25*11-90+50,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,392,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,40,-1.0,,1.0,0.0,1.0,default,False,67-18-27,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,413,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,415,0.0,(229+77-52),0.0,0.0,0.0,default,False,2*29+77-52,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,424,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,473,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,475,-1.0,,1.0,0.0,1.0,default,False,66+38+55-58,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,483,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,522,0.0,(63+44-33)*79/100,0.0,0.0,0.0,default,False,63-44+33-79,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,1.0,529,0.0,(82*99)+(4*14),0.0,0.0,0.0,default,False,82+4+99+14,0.0,1.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,534,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,578,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,583,-1.0,,1.0,0.0,1.0,default,False,25*10+90+53,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,586,-1.0,,1.0,0.0,1.0,default,False,41-6-53+87,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,599,0.0,56/4+60-14,0.0,0.0,0.0,default,True,56/4+60-14,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,604,0.0,,1.0,0.0,1.0,default,True,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,605,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,622,0.0,(47*79)+(69-98),0.0,0.0,0.0,default,False,47*79+69,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,623,-1.0,,1.0,0.0,1.0,default,False,59-29+53-32,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,632,0.0,(50+81-47)/1,0.0,0.0,0.0,default,True,(50+81-47)/1,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,642,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,646,0.0,(67+95-2)/8,0.0,0.0,0.0,default,False,8*2+67-95,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,661,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,681,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,707,-1.0,,1.0,0.0,1.0,default,False,54+32-63+18,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,723,0.0,,1.0,0.0,1.0,default,False,,1.0,0.0,1.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,729,-1.0,,1.0,0.0,1.0,default,False,73*9-4*9,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,782,-1.0,,1.0,0.0,1.0,default,False,10*19+82-89,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,840,-1.0,,1.0,0.0,1.0,default,False,10*22-40+91,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,848,-1.0,,1.0,0.0,1.0,default,False,175-61+5*12,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,855,-1.0,,1.0,0.0,1.0,default,False,71*4-9+55,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,874,-1.0,,1.0,0.0,1.0,default,False,3292-90-92+67,0.0,0.0,0.0
True,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,0.0,882,0.0,48+65-71+82,0.0,1.0,0.0,default,True,48+65-71+82,0.0,1.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,892,-1.0,,1.0,0.0,1.0,default,False,4*12+10*87,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,0.0,1.0,910,0.0,(84-20)*(21/21)+(20/20),0.0,0.0,0.0,default,False,84-20+21+14,0.0,1.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,980,-1.0,,1.0,0.0,1.0,default,False,53*12+11*14,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,982,-1.0,,1.0,0.0,1.0,default,False,46*59-91+86,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,99,-1.0,,1.0,0.0,1.0,default,False,12*13-175+68,0.0,0.0,0.0
False,factor_gaussian_lora:seed1019282515:s0.0075:sign1,-1.0,0.0,999,-1.0,,1.0,0.0,1.0,default,False,39+74-71-50,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,1004,0.0,76+81-51-13,0.0,0.0,0.0,default,False,76+81-51-13,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,1009,0.0,87-30+58,1.0,0.0,0.0,default,False,87-30+58,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,1030,0.0,96/37+60,0.0,0.0,0.0,default,True,96/37+60,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,1042,0.0,2189/37-1,1.0,0.0,0.0,default,True,2189/37-1,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,1052,0.0,39+76-100+4,0.0,0.0,0.0,default,False,39+76-100+4,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,1085,0.0,30+44-8*32/32,0.0,0.0,0.0,default,True,30+44-8*32/32,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,134,0.0,39+76-3-41,1.0,0.0,0.0,default,True,39+76-3-41,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,177,0.0,34+80+70-99,0.0,0.0,0.0,default,False,34+80+70-99,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,190,0.0,816/15-77,1.0,0.0,0.0,default,True,816/15-77,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,200,0.0,20+64-44,1.0,0.0,0.0,default,True,20+64-44,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,216,0.0,,0.0,0.0,1.0,default,False,,0.0,0.0,1.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,218,0.0,65-5*3+10,1.0,0.0,0.0,default,True,65-5*3+10,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,219,0.0,33+87-93,1.0,0.0,0.0,default,True,33+87-93,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,230,0.0,91-18+74-52,0.0,0.0,0.0,default,False,91-18+74-52,0.0,0.0,0.0
False,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,237,0.0,5333-333,0.0,0.0,0.0,default,False,5333-281,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,238,0.0,3525-279,1.0,0.0,0.0,default,True,3525-279,0.0,0.0,0.0
False,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,247,0.0,37+67-40-24,1.0,0.0,0.0,default,False,37+67,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,249,0.0,97+0,1.0,0.0,0.0,default,True,97+0,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,299,0.0,99+97+89*2,0.0,0.0,0.0,default,True,99+97+89*2,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,328,0.0,78-20+49-78,1.0,0.0,0.0,default,True,78-20+49-78,0.0,0.0,0.0
False,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,345,0.0,,0.0,0.0,1.0,default,False,(44-40)/63,0.0,0.0,1.0
False,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,359,0.0,67+65-24-98,1.0,0.0,0.0,default,False,6724/65+98,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,367,0.0,57-4-8-81/9,1.0,0.0,0.0,default,True,57-4-8-81/9,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,371,0.0,,0.0,0.0,1.0,default,False,,0.0,0.0,1.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,382,0.0,251190/50,1.0,0.0,0.0,default,True,251190/50,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,392,0.0,36*60/30+11,0.0,0.0,0.0,default,True,36*60/30+11,0.0,0.0,0.0
True,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,40,0.0,67-18-6,1.0,0.0,0.0,default,False,67-18-6,0.0,0.0,0.0
False,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,0.0,0.0,413,0.0,27+22+74-46,0.0,0.0,0.0,default,False,2722/74+46,0.0,0.0,0.0
False,factor_gaussian_lora:seed1099262776:s0.0075:sign-1,-1.0,0.0,415,0.0,229-24,1.0,0.0,0.0,default,False,229-250,0.0,0.0,0.0
